TagName,DateTime,Value,StringValue
EQ02.POWER,2019-01-02 00:08:59,4.0,4
EQ02.POWER,2019-01-02 00:09:01,0.0,0
EQ02.TEMP,2019-01-02 00:09:02,2.0,2
EQ02.POWER,2019-01-02 00:09:03,8.0,8
EQ02.POWER,2019-01-02 00:09:04,0.0,0
EQ02.POWER,2019-01-02 00:09:05,7.0,7
EQ02.TEMP,2019-01-02 00:09:05,5.0,5
EQ02.TEMP,2019-01-02 00:09:09,0.0,0
EQ02.TEMP,2019-01-02 00:09:11,8.0,8
EQ02.POWER,2019-01-02 00:09:15,2.0,2
EQ02.TEMP,2019-01-02 00:09:15,1.0,1
EQ02.POWER,2019-01-02 00:09:17,5.0,5
EQ02.TEMP,2019-01-02 00:09:18,7.0,7
EQ02.POWER,2019-01-02 00:09:19,8.0,8
EQ02.POWER,2019-01-02 00:09:20,5.0,5
EQ02.POWER,2019-01-02 00:09:24,7.0,7
EQ02.POWER,2019-01-02 00:09:27,3.0,3
EQ02.POWER,2019-01-02 00:09:29,0.0,0
EQ02.POWER,2019-01-02 00:09:30,5.0,5
EQ02.POWER,2019-01-02 00:09:31,0.0,0
EQ02.POWER,2019-01-02 00:09:33,4.0,4
EQ02.TEMP,2019-01-02 00:09:40,9.0,9
EQ02.POWER,2019-01-02 00:09:41,5.0,5
EQ02.TEMP,2019-01-02 00:09:44,6.0,6
EQ02.POWER,2019-01-02 00:09:45,9.0,9
EQ02.POWER,2019-01-02 00:09:51,5.0,5
EQ02.POWER,2019-01-02 00:09:52,1.0,1
EQ02.TEMP,2019-01-02 00:09:53,7.0,7
EQ02.TEMP,2019-01-02 00:09:54,7.0,7
EQ02.TEMP,2019-01-02 00:09:59,6.0,6
EQ02.TEMP,2019-01-02 00:10:04,7.0,7
EQ02.POWER,2019-01-02 00:10:08,8.0,8
EQ02.TEMP,2019-01-02 00:10:09,9.0,9
EQ02.TEMP,2019-01-02 00:10:11,5.0,5
EQ02.POWER,2019-01-02 00:10:12,1.0,1
EQ02.TEMP,2019-01-02 00:10:13,8.0,8
EQ02.POWER,2019-01-02 00:10:14,4.0,4
EQ02.POWER,2019-01-02 00:10:17,4.0,4
EQ02.POWER,2019-01-02 00:10:21,8.0,8
EQ02.POWER,2019-01-02 00:10:23,3.0,3
EQ02.TEMP,2019-01-02 00:10:24,0.0,0
EQ02.POWER,2019-01-02 00:10:25,0.0,0
EQ02.POWER,2019-01-02 00:10:33,6.0,6
EQ02.POWER,2019-01-02 00:10:35,7.0,7
EQ02.TEMP,2019-01-02 00:10:39,8.0,8
EQ02.POWER,2019-01-02 00:10:41,5.0,5
EQ02.TEMP,2019-01-02 00:10:41,6.0,6
EQ02.TEMP,2019-01-02 00:10:42,6.0,6
EQ02.POWER,2019-01-02 00:10:44,8.0,8
EQ02.TEMP,2019-01-02 00:10:44,4.0,4
EQ02.POWER,2019-01-02 00:10:45,3.0,3
EQ02.POWER,2019-01-02 00:10:46,7.0,7
EQ02.TEMP,2019-01-02 00:10:46,2.0,2
EQ02.POWER,2019-01-02 00:10:47,6.0,6
EQ02.TEMP,2019-01-02 00:10:47,4.0,4
EQ02.POWER,2019-01-02 00:10:50,9.0,9
EQ02.POWER,2019-01-02 00:10:56,6.0,6
EQ02.POWER,2019-01-02 00:10:59,5.0,5
EQ02.TEMP,2019-01-02 00:11:05,6.0,6
EQ02.POWER,2019-01-02 00:11:12,6.0,6
EQ02.TEMP,2019-01-02 00:11:12,8.0,8
EQ02.POWER,2019-01-02 00:11:14,8.0,8
EQ02.TEMP,2019-01-02 00:11:15,8.0,8
EQ02.POWER,2019-01-02 00:11:18,0.0,0
EQ02.TEMP,2019-01-02 00:11:21,2.0,2
EQ02.POWER,2019-01-02 00:11:22,5.0,5
EQ02.POWER,2019-01-02 00:11:24,3.0,3
EQ02.TEMP,2019-01-02 00:11:24,1.0,1
EQ02.POWER,2019-01-02 00:11:25,0.0,0
EQ02.TEMP,2019-01-02 00:11:25,2.0,2
EQ02.TEMP,2019-01-02 00:11:27,8.0,8
EQ02.POWER,2019-01-02 00:11:36,7.0,7
EQ02.TEMP,2019-01-02 00:11:38,9.0,9
EQ02.TEMP,2019-01-02 00:11:44,3.0,3
EQ02.POWER,2019-01-02 00:11:47,7.0,7
EQ02.TEMP,2019-01-02 00:11:47,4.0,4
EQ02.POWER,2019-01-02 00:11:49,9.0,9
EQ02.TEMP,2019-01-02 00:11:49,3.0,3
EQ02.POWER,2019-01-02 00:11:53,0.0,0
EQ02.POWER,2019-01-02 00:11:54,7.0,7
EQ02.POWER,2019-01-02 00:11:55,7.0,7
EQ02.POWER,2019-01-02 00:11:58,0.0,0
EQ02.POWER,2019-01-02 00:11:59,0.0,0
EQ02.POWER,2019-01-02 00:12:04,3.0,3
EQ02.POWER,2019-01-02 00:12:14,0.0,0
EQ02.POWER,2019-01-02 00:12:16,8.0,8
EQ02.TEMP,2019-01-02 00:12:21,9.0,9
EQ02.TEMP,2019-01-02 00:12:23,6.0,6
EQ02.POWER,2019-01-02 00:12:24,6.0,6
EQ02.POWER,2019-01-02 00:12:27,5.0,5
EQ02.POWER,2019-01-02 00:12:28,6.0,6
EQ02.POWER,2019-01-02 00:12:29,1.0,1
EQ02.POWER,2019-01-02 00:12:31,0.0,0
EQ02.TEMP,2019-01-02 00:12:31,8.0,8
EQ02.POWER,2019-01-02 00:12:32,4.0,4
EQ02.TEMP,2019-01-02 00:12:38,2.0,2
EQ02.TEMP,2019-01-02 00:12:42,0.0,0
EQ02.POWER,2019-01-02 00:12:43,3.0,3
EQ02.POWER,2019-01-02 00:12:47,5.0,5
EQ02.POWER,2019-01-02 00:12:49,7.0,7
EQ02.POWER,2019-01-02 00:12:51,5.0,5
EQ02.TEMP,2019-01-02 00:12:52,4.0,4
EQ02.POWER,2019-01-02 00:12:54,7.0,7
EQ02.POWER,2019-01-02 00:12:55,2.0,2
EQ02.POWER,2019-01-02 00:12:57,3.0,3
EQ02.TEMP,2019-01-02 00:12:57,8.0,8
EQ02.POWER,2019-01-02 00:13:00,8.0,8
EQ02.TEMP,2019-01-02 00:13:00,3.0,3
EQ02.POWER,2019-01-02 00:13:01,2.0,2
EQ02.POWER,2019-01-02 00:13:07,2.0,2
EQ02.TEMP,2019-01-02 00:13:08,1.0,1
EQ02.TEMP,2019-01-02 00:13:09,0.0,0
EQ02.POWER,2019-01-02 00:13:11,9.0,9
EQ02.TEMP,2019-01-02 00:13:12,8.0,8
EQ02.POWER,2019-01-02 00:13:17,1.0,1
EQ02.TEMP,2019-01-02 00:13:19,5.0,5
EQ02.POWER,2019-01-02 00:13:22,9.0,9
EQ02.POWER,2019-01-02 00:13:23,6.0,6
EQ02.POWER,2019-01-02 00:13:24,3.0,3
EQ02.POWER,2019-01-02 00:13:25,8.0,8
EQ02.POWER,2019-01-02 00:13:30,0.0,0
EQ02.TEMP,2019-01-02 00:13:31,2.0,2
EQ02.POWER,2019-01-02 00:13:32,0.0,0
EQ02.POWER,2019-01-02 00:13:33,5.0,5
EQ02.POWER,2019-01-02 00:13:34,4.0,4
EQ02.TEMP,2019-01-02 00:13:34,2.0,2
EQ02.POWER,2019-01-02 00:13:39,6.0,6
EQ02.TEMP,2019-01-02 00:13:40,9.0,9
EQ02.POWER,2019-01-02 00:13:43,1.0,1
EQ02.TEMP,2019-01-02 00:13:44,7.0,7
EQ02.TEMP,2019-01-02 00:13:45,3.0,3
EQ02.POWER,2019-01-02 00:13:46,9.0,9
EQ02.TEMP,2019-01-02 00:13:46,6.0,6
EQ02.TEMP,2019-01-02 00:13:48,9.0,9
EQ02.POWER,2019-01-02 00:13:50,8.0,8
EQ02.POWER,2019-01-02 00:13:53,0.0,0
EQ02.TEMP,2019-01-02 00:13:54,5.0,5
EQ02.POWER,2019-01-02 00:14:03,8.0,8
EQ02.POWER,2019-01-02 00:14:05,9.0,9
EQ02.TEMP,2019-01-02 00:14:06,3.0,3
EQ02.POWER,2019-01-02 00:14:08,4.0,4
EQ02.TEMP,2019-01-02 00:14:11,5.0,5
EQ02.TEMP,2019-01-02 00:14:14,3.0,3
EQ02.POWER,2019-01-02 00:14:17,8.0,8
EQ02.TEMP,2019-01-02 00:14:18,5.0,5
EQ02.POWER,2019-01-02 00:14:19,3.0,3
EQ02.POWER,2019-01-02 00:14:20,2.0,2
EQ02.TEMP,2019-01-02 00:14:20,3.0,3
EQ02.POWER,2019-01-02 00:14:23,7.0,7
EQ02.TEMP,2019-01-02 00:14:27,7.0,7
EQ02.TEMP,2019-01-02 00:14:29,4.0,4
EQ02.POWER,2019-01-02 00:14:35,4.0,4
EQ02.TEMP,2019-01-02 00:14:35,8.0,8
EQ02.POWER,2019-01-02 00:14:37,8.0,8
EQ02.POWER,2019-01-02 00:14:38,8.0,8
EQ02.TEMP,2019-01-02 00:14:38,1.0,1
EQ02.TEMP,2019-01-02 00:14:39,9.0,9
EQ02.POWER,2019-01-02 00:14:40,0.0,0
EQ02.TEMP,2019-01-02 00:14:40,1.0,1
EQ02.POWER,2019-01-02 00:14:41,3.0,3
EQ02.POWER,2019-01-02 00:14:46,2.0,2
EQ02.TEMP,2019-01-02 00:14:49,9.0,9
EQ02.POWER,2019-01-02 00:14:51,2.0,2
EQ02.TEMP,2019-01-02 00:14:51,0.0,0
EQ02.TEMP,2019-01-02 00:14:55,7.0,7
EQ02.TEMP,2019-01-02 00:14:58,7.0,7
EQ02.POWER,2019-01-02 00:14:59,7.0,7
EQ02.POWER,2019-01-02 00:15:00,0.0,0
EQ02.POWER,2019-01-02 00:15:01,4.0,4
EQ02.POWER,2019-01-02 00:15:05,8.0,8
EQ02.POWER,2019-01-02 00:15:06,5.0,5
EQ02.TEMP,2019-01-02 00:15:09,0.0,0
EQ02.POWER,2019-01-02 00:15:13,1.0,1
EQ02.POWER,2019-01-02 00:15:15,4.0,4
EQ02.TEMP,2019-01-02 00:15:16,2.0,2
EQ02.POWER,2019-01-02 00:15:17,9.0,9
EQ02.TEMP,2019-01-02 00:15:20,6.0,6
EQ02.POWER,2019-01-02 00:15:22,2.0,2
EQ02.POWER,2019-01-02 00:15:24,9.0,9
EQ02.POWER,2019-01-02 00:15:26,1.0,1
EQ02.POWER,2019-01-02 00:15:27,7.0,7
EQ02.POWER,2019-01-02 00:15:28,0.0,0
EQ02.TEMP,2019-01-02 00:15:29,8.0,8
EQ02.TEMP,2019-01-02 00:15:32,9.0,9
EQ02.POWER,2019-01-02 00:15:34,5.0,5
EQ02.TEMP,2019-01-02 00:15:34,9.0,9
EQ02.TEMP,2019-01-02 00:15:35,3.0,3
EQ02.TEMP,2019-01-02 00:15:37,3.0,3
EQ02.POWER,2019-01-02 00:15:38,2.0,2
EQ02.TEMP,2019-01-02 00:15:39,4.0,4
EQ02.POWER,2019-01-02 00:15:42,1.0,1
EQ02.POWER,2019-01-02 00:15:43,7.0,7
EQ02.TEMP,2019-01-02 00:15:50,8.0,8
EQ02.POWER,2019-01-02 00:15:55,9.0,9
EQ02.POWER,2019-01-02 00:16:01,1.0,1
EQ02.TEMP,2019-01-02 00:16:01,6.0,6
EQ02.POWER,2019-01-02 00:16:08,0.0,0
EQ02.TEMP,2019-01-02 00:16:10,7.0,7
EQ02.POWER,2019-01-02 00:16:11,9.0,9
EQ02.TEMP,2019-01-02 00:16:11,8.0,8
EQ02.TEMP,2019-01-02 00:16:13,3.0,3
EQ02.TEMP,2019-01-02 00:16:14,5.0,5
EQ02.POWER,2019-01-02 00:16:15,9.0,9
EQ02.TEMP,2019-01-02 00:16:15,5.0,5
EQ02.POWER,2019-01-02 00:16:17,5.0,5
EQ02.POWER,2019-01-02 00:16:18,4.0,4
EQ02.POWER,2019-01-02 00:16:19,7.0,7
EQ02.TEMP,2019-01-02 00:16:21,7.0,7
EQ02.POWER,2019-01-02 00:16:32,8.0,8
EQ02.TEMP,2019-01-02 00:16:33,5.0,5
EQ02.POWER,2019-01-02 00:16:37,1.0,1
EQ02.POWER,2019-01-02 00:16:43,3.0,3
EQ02.TEMP,2019-01-02 00:16:45,4.0,4
EQ02.TEMP,2019-01-02 00:16:49,5.0,5
EQ02.TEMP,2019-01-02 00:16:55,4.0,4
EQ02.TEMP,2019-01-02 00:16:59,0.0,0
EQ02.POWER,2019-01-02 00:17:00,1.0,1
EQ02.TEMP,2019-01-02 00:17:00,6.0,6
EQ02.POWER,2019-01-02 00:17:03,9.0,9
EQ02.TEMP,2019-01-02 00:17:08,5.0,5
EQ02.TEMP,2019-01-02 00:17:12,2.0,2
EQ02.POWER,2019-01-02 00:17:13,8.0,8
EQ02.TEMP,2019-01-02 00:17:16,9.0,9
EQ02.POWER,2019-01-02 00:17:17,6.0,6
EQ02.TEMP,2019-01-02 00:17:17,5.0,5
EQ02.TEMP,2019-01-02 00:17:20,3.0,3
EQ02.TEMP,2019-01-02 00:17:21,0.0,0
EQ02.POWER,2019-01-02 00:17:22,5.0,5
EQ02.TEMP,2019-01-02 00:17:23,6.0,6
EQ02.POWER,2019-01-02 00:17:25,7.0,7
EQ02.TEMP,2019-01-02 00:17:27,0.0,0
EQ02.POWER,2019-01-02 00:17:29,2.0,2
EQ02.TEMP,2019-01-02 00:17:31,5.0,5
EQ02.POWER,2019-01-02 00:17:32,8.0,8
EQ02.POWER,2019-01-02 00:17:34,3.0,3
EQ02.TEMP,2019-01-02 00:17:36,3.0,3
EQ02.POWER,2019-01-02 00:17:37,4.0,4
EQ02.TEMP,2019-01-02 00:17:42,2.0,2
EQ02.POWER,2019-01-02 00:17:44,2.0,2
EQ02.POWER,2019-01-02 00:17:46,7.0,7
EQ02.TEMP,2019-01-02 00:17:48,9.0,9
EQ02.POWER,2019-01-02 00:17:49,9.0,9
EQ02.POWER,2019-01-02 00:17:51,7.0,7
EQ02.TEMP,2019-01-02 00:17:51,1.0,1
EQ02.POWER,2019-01-02 00:17:52,4.0,4
EQ02.POWER,2019-01-02 00:17:56,2.0,2
EQ02.TEMP,2019-01-02 00:17:57,2.0,2
EQ02.TEMP,2019-01-02 00:17:58,4.0,4
EQ02.TEMP,2019-01-02 00:18:00,5.0,5
EQ02.POWER,2019-01-02 00:18:01,5.0,5
EQ02.POWER,2019-01-02 00:18:02,4.0,4
EQ02.POWER,2019-01-02 00:18:03,5.0,5
EQ02.TEMP,2019-01-02 00:18:04,9.0,9
EQ02.POWER,2019-01-02 00:18:06,9.0,9
EQ02.POWER,2019-01-02 00:18:07,3.0,3
EQ02.TEMP,2019-01-02 00:18:08,4.0,4
EQ02.POWER,2019-01-02 00:18:15,3.0,3
EQ02.POWER,2019-01-02 00:18:22,8.0,8
EQ02.POWER,2019-01-02 00:18:26,7.0,7
EQ02.POWER,2019-01-02 00:18:27,3.0,3
EQ02.TEMP,2019-01-02 00:18:33,2.0,2
EQ02.POWER,2019-01-02 00:18:35,2.0,2
EQ02.TEMP,2019-01-02 00:18:35,5.0,5
EQ02.TEMP,2019-01-02 00:18:36,9.0,9
EQ02.POWER,2019-01-02 00:18:44,7.0,7
EQ02.TEMP,2019-01-02 00:18:46,0.0,0
EQ02.POWER,2019-01-02 00:18:47,6.0,6
EQ02.TEMP,2019-01-02 00:18:47,1.0,1
